keyword,lang,cid,district,post_sj,sumry,main_img
축제,ko,KOP6t7xg8,중구,뷰티풀라이프인서울(BLS),서울시가 올해 처음 선보이는 라이프스타일 축제,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81507&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,ko,KOPne4zl0,서초구,서초-한강 아트투어 ,고속터미널역 인근의 공공미술 작품을 감상하고 반포한강공원까지 이동하는 무료 문화 체험 프로그램,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81440&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,ko,KOPjm3hw1,종로구,2026 서울어텀페스타 ,"가을 시즌 서울 전역에서 펼쳐지는 민간·공공 공연예술 작품, 축제 및 연계 프로그램을 하나의 통합브랜드로 연결해 공연예술 정보 제공 및 통합홍보 추진",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81433&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,en,ENPaecwqv,영등포구,HELLO SEOUL (The Hyundai Seoul Shopping Festa),"Ten days of K-culture programs and exclusive shopping offers found only at The Hyundai Seoul
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=82085&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,en,ENP8m1ey6,중구,SEOUL LIGHT DDP 2026 Autumn,"The world's largest free-form media facade festival, stretching 222 meters
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=82088&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,en,ENPptkfz1,중구,2027 S/S Seoul Fashion Week,"A global fashion business festival held at DDP and Jamsil Lotte World Mall.

",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81703&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,en,ENPun82v3,영등포구,Seoul International Fireworks Festival 2026 with Hanwha,"Korea's best festival consistently held by Hanwha Group to bring joy to the daily lives of citizens.
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81789&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,en,ENPwqkvqs,종로구,2026 Seoul International Writers' Festival,"Who are you? Who are we? A global literary festival continuing since 2006 for the exchange of Korean and world literature.
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81700&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,en,ENPd2rqmc,중구,2026 DDP Design Book Fair,"Beyond the finished book, a design book fair to encounter the language of design and the story of production.
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81530&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,en,ENPbr2z6a,중구,Design Miami Seoul 2026,Design Miami Seoul expands design into a platform where cultural discourse and business take place together by introducing the concept of a 'Salon'.,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81695&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,en,ENP6t7xg8,중구,Beautiful Life in Seoul (BLS),"The lifestyle festival introduced by the Seoul Metropolitan Government for the first time this year.
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81507&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,en,ENPjm3hw1,종로구,2026 SEOUL AUTUMN FESTA,"Providing performing arts information and executing integrated promotions by connecting private and public performing arts works, festivals, and related programs held throughout Seoul during the autum",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81433&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,en,ENPne4zl0,서초구,SEOCHO HAN RIVER ART TOUR ,"A free cultural experience program where you can appreciate public art works near Express Bus Terminal Station and move to Banpo Hangang Park.
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81447&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,ja,JPP8m1ey6,중구,ソウルライト DDP 2026 秋,222mに及ぶ世界最大の非定型メディアファサードフェスティバル,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=82088&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,ja,JPPaecwqv,영등포구,HELLO SEOUL(The Hyundai Seoul ショッピングフェスタ),10日間、The Hyundai Seoulでしか出会えないK-カルチャーコンテンツと限定ショッピング特典,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=82085&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,ja,JPPptkfz1,중구,2027 S/S ソウルファッションウィーク,"DDPやチャムシル(蚕室)ロッテワールドモールなどで開催されるグローバルファッションビジネスフェスティバル

",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81703&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,ja,JPPun82v3,영등포구,ハンファと共にするソウル世界花火祭り2026,"市民の日常に楽しさを届けるため、ハンファグループが継続して開催してきた韓国最高のフェスティバル
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81789&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,ja,JPPwqkvqs,종로구,2026 ソウル国際作家フェスティバル,"「どなたですか？ Who are we?」 韓国文学と世界文学の交流のため、2006年から継続して開催されてきたグローバル文学フェスティバル
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81700&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,ja,JPPbr2z6a,중구,DDP デザインマイアミ ソウル 2026(Design Miami Seoul),"「サロン(Salon)」の概念を導入し、デザインを文化的言説とビジネスが共存するプラットフォームへと拡張したデザインマイアミソウル(Design Miami Seoul)
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81695&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,ja,JPPd2rqmc,중구,2026 DDPデザインブックフェア,完成された本の先にある、デザインの言語と制作の物語に出会うデザインブックフェア,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81530&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,ja,JPP6t7xg8,중구,ビューティフル・ライフ・イン・ソウル(BLS),ソウル市が今年初めて開催するライフスタイル・フェスティバル,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81507&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,ja,JPPne4zl0,서초구,ソチョ(瑞草)-ハンガン(漢江)アートツアー,コソクターミナル駅周辺のパブリックアート作品を鑑賞しながらパンポハンガン(盤浦漢江)公園まで歩く、無料の文化体験プログラム,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81440&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,ja,JPPjm3hw1,종로구,2026 ソウルオータムフェスタ,秋シーズンにソウル全域で開催される民間・公共の舞台芸術作品、祭り、および連動プログラムを一つの統合ブランドとして結びつけ、舞台芸術情報の提供および統合広報を推進,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81433&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,zh,CNP8m1ey6,중구,首尔之光DDP2026秋季,长达222m的世界最大异形媒体立面灯光节,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=82088&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,zh,CNPaecwqv,영등포구,HELLO SEOUL（现代首尔购物节）,为期10天，唯有在现代首尔才能体验的韩流文化内容与专属购物优惠,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=82085&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,zh,CNPptkfz1,중구,2027 S/S首尔时装周," 在东大门设计广场（DDP）和蚕室乐天世界购物中心等地举办的全球时尚商务盛典

",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81703&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,zh,CNPun82v3,영등포구,韩华呈献2026首尔世界烟花节,"这是韩华集团为给市民日常生活带去欢乐，持续举办的韩国顶级庆典活动
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81789&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,zh,CNPwqkvqs,종로구,2026首尔国际作家节,"你是谁？我们是谁？为促进韩国文学与世界文学交流，自2006年延续至今的全球文学盛典
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81700&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,zh,CNPbr2z6a,중구,2026首尔DDP迈阿密设计展(Design Miami Seoul),"首尔迈阿密设计展引入“沙龙（Salon）”概念，将设计拓展为一个兼具文化交流与商业对接功能的平台
",https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81695&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,zh,CNPd2rqmc,중구,2026 DDP设计书展,超越成书本身，邂逅设计语言和制作故事的设计书展,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81530&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,zh,CNP6t7xg8,중구,Beautiful Life in Seoul(BLS),首尔市今年首次推出的生活方式庆典,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81507&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,zh,CNPne4zl0,서초구,瑞草-汉江艺术之旅,可欣赏高速巴士客运站附近的公共艺术作品，并前往盘浦汉江公园的免费文化体验活动,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81440&fileTy=MEDIA&fileNo=1&thumbTy=M
축제,zh,CNPjm3hw1,종로구,2026首尔秋日庆典,将秋季在首尔全市举办的民间及公共表演艺术作品、庆典和活动项目，整合为统一品牌，以此提供表演艺术相关信息并进行综合宣传,https://api.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=81433&fileTy=MEDIA&fileNo=1&thumbTy=M
